4

v02 a00 a01 v00
-218.0 0.1721606157273786 0.023052429870186002 0.0
62.0 0.1721606157273786 0.023052429870186002 0.0
-641.0 0.1721606157273786 0.02593398360395925 0.0
-47.0 0.18735125829155905 0.027374760470845878 0.0
-516.0 0.1721606157273786 0.02593398360395925 0.0
-17.0 0.15696997316319813 0.021611653003299376 0.0
-416.0 0.18228771077016556 0.028815537337732504 0.0
-56.0 0.17722416324877208 0.02593398360395925 0.0
24.0 0.1670970682059851 0.02449320673707263 0.0
-313.0 0.1721606157273786 0.028815537337732504 0.0
52.0 0.15696997316319813 0.018730099269526127 0.0
-126.0 0.14684287812041116 0.02449320673707263 0.0
-98.0 0.15190642564180465 0.027374760470845878 0.0
-213.0 0.1721606157273786 0.023052429870186002 0.0
-23.0 0.14684287812041116 0.03025631420461913 0.0
-271.0 0.28355866119803536 0.04034175227282551 0.0
-183.0 0.2987493037622158 0.04466408287348538 0.0
-236.0 0.3038128512836093 0.04322330600659875 0.0
-228.0 0.22785963846270696 0.02449320673707263 0.0
-81.0 0.14684287812041116 0.027374760470845878 0.0
-270.0 0.28355866119803536 0.04034175227282551 0.0
-287.0 0.28355866119803536 0.04034175227282551 0.0
-188.0 0.28355866119803536 0.04034175227282551 0.0
-244.0 0.27343156615524833 0.03313786793839238 0.0
-333.0 0.27849511367664187 0.037460198539052254 0.0
-295.0 0.26330447111246136 0.031697091071505756 0.0
-327.0 0.27343156615524833 0.034578644805279 0.0
-201.0 0.22785963846270696 0.021611653003299376 0.0
181.0 0.15696997316319813 0.02593398360395925 0.0
-147.0 0.2936857562408223 0.04322330600659875 0.0
438.0 0.17722416324877208 0.02449320673707263 0.0
-49.0 0.28862220871942884 0.04034175227282551 0.0
-341.0 0.27849511367664187 0.037460198539052254 0.0
-334.0 0.2531773760696744 0.031697091071505756 0.0
-359.0 0.20760544837713302 0.02593398360395925 0.0
-63.0 0.27849511367664187 0.03890097540593888 0.0
-334.0 0.2531773760696744 0.031697091071505756 0.0
-363.0 0.2481138285482809 0.031697091071505756 0.0
-105.0 0.26330447111246136 0.03601942167216563 0.0
-142.0 0.2531773760696744 0.034578644805279 0.0
-125.0 0.22279609094131347 0.028815537337732504 0.0
-307.0 0.22785963846270696 0.034578644805279 0.0
-53.0 0.21773254341992 0.03025631420461913 0.0
-356.0 0.21773254341992 0.031697091071505756 0.0
-554.0 0.23798673350549393 0.037460198539052254 0.0
-397.0 0.23798673350549393 0.037460198539052254 0.0
-469.0 0.23292318598410044 0.03601942167216563 0.0
-462.0 0.2126689958985265 0.03313786793839238 0.0
-37.0 0.18735125829155905 0.027374760470845878 0.0
-205.0 0.20254190085573953 0.03025631420461913 0.0
-114.0 0.18228771077016556 0.028815537337732504 0.0
-8.0 0.18735125829155905 0.03313786793839238 0.0
-108.0 0.18735125829155905 0.03313786793839238 0.0
-78.0 0.17722416324877208 0.020170876136412753 0.0
-341.0 0.19747835333434605 0.03313786793839238 0.0
-25.0 0.16203352068459162 0.028815537337732504 0.0
-266.0 0.18228771077016556 0.027374760470845878 0.0
-359.0 0.20254190085573953 0.02593398360395925 0.0
-348.0 0.18228771077016556 0.023052429870186002 0.0
-115.0 0.14177933059901768 0.028815537337732504 0.0
-365.0 0.21773254341992 0.028815537337732504 0.0
-315.0 0.2126689958985265 0.023052429870186002 0.0
-117.0 0.31900349384778975 0.05042719034103188 0.0
-243.0 0.24305028102688742 0.027374760470845878 0.0
-238.0 0.2987493037622158 0.04466408287348538 0.0
-256.0 0.24305028102688742 0.027374760470845878 0.0
-351.0 0.31900349384778975 0.05042719034103188 0.0
-282.0 0.2987493037622158 0.046104859740372005 0.0
-225.0 0.2936857562408223 0.04178252913971213 0.0
-139.0 0.2936857562408223 0.04322330600659875 0.0
-135.0 0.2531773760696744 0.03025631420461913 0.0
-308.0 0.31393994632639627 0.0518679672079185 0.0
-43.0 0.2936857562408223 0.04466408287348538 0.0
-251.0 0.3088763988050028 0.04898641347414526 0.0
549.0 0.1670970682059851 0.02449320673707263 0.0
-108.0 0.2987493037622158 0.046104859740372005 0.0
369.0 0.18228771077016556 0.028815537337732504 0.0
-59.0 0.2936857562408223 0.046104859740372005 0.0
-25.0 0.27849511367664187 0.04322330600659875 0.0
-68.0 0.23292318598410044 0.03313786793839238 0.0
-96.0 0.27849511367664187 0.04322330600659875 0.0
-123.0 0.2481138285482809 0.03601942167216563 0.0
-349.0 0.24305028102688742 0.03890097540593888 0.0
-289.0 0.24305028102688742 0.03890097540593888 0.0
-345.0 0.26330447111246136 0.04322330600659875 0.0
-387.0 0.2582409235910679 0.04466408287348538 0.0
-435.0 0.2582409235910679 0.04466408287348538 0.0
-266.0 0.23292318598410044 0.03601942167216563 0.0
-103.0 0.2531773760696744 0.04034175227282551 0.0
-53.0 0.23798673350549393 0.03890097540593888 0.0
-102.0 0.23798673350549393 0.03890097540593888 0.0
-283.0 0.21773254341992 0.037460198539052254 0.0
-411.0 0.20254190085573953 0.03601942167216563 0.0
-43.0 0.22279609094131347 0.03890097540593888 0.0
-30.0 0.18228771077016556 0.04034175227282551 0.0
-18.0 0.19241480581295253 0.03890097540593888 0.0
-343.0 0.19747835333434605 0.03025631420461913 0.0
-14.0 0.16203352068459162 0.037460198539052254 0.0
-128.0 0.16203352068459162 0.04178252913971213 0.0
-314.0 0.26330447111246136 0.04322330600659875 0.0
-8.0 0.31900349384778975 0.05042719034103188 0.0
-10.0 0.3341941364119702 0.05619029780857838 0.0
-68.0 0.23798673350549393 0.031697091071505756 0.0
-121.0 0.15696997316319813 0.031697091071505756 0.0
-178.0 0.31900349384778975 0.05042719034103188 0.0
-168.0 0.31393994632639627 0.04898641347414526 0.0
-82.0 0.31393994632639627 0.05330874407480513 0.0
-206.0 0.2987493037622158 0.04754563660725863 0.0
-22.0 0.3088763988050028 0.05042719034103188 0.0
21.0 0.3038128512836093 0.04466408287348538 0.0
6.0 0.1721606157273786 0.03601942167216563 0.0
-340.0 0.3341941364119702 0.05619029780857838 0.0
427.0 0.17722416324877208 0.034578644805279 0.0
-42.0 0.34938477897615067 0.06051262840923826 0.0
274.0 0.18735125829155905 0.03313786793839238 0.0
308.0 0.17722416324877208 0.034578644805279 0.0
-71.0 0.3443212314547572 0.06195340527612488 0.0
-68.0 0.31393994632639627 0.05042719034103188 0.0
-90.0 0.22785963846270696 0.034578644805279 0.0
-90.0 0.2481138285482809 0.037460198539052254 0.0
-302.0 0.26330447111246136 0.04322330600659875 0.0
-390.0 0.27849511367664187 0.05330874407480513 0.0
-326.0 0.26836801863385484 0.04754563660725863 0.0
-344.0 0.27849511367664187 0.04898641347414526 0.0
-344.0 0.26330447111246136 0.04322330600659875 0.0
-203.0 0.2936857562408223 0.04754563660725863 0.0
-16.0 0.31393994632639627 0.0518679672079185 0.0
-152.0 0.2582409235910679 0.04178252913971213 0.0
-266.0 0.2582409235910679 0.04034175227282551 0.0
-45.0 0.28862220871942884 0.046104859740372005 0.0
-124.0 0.27849511367664187 0.04466408287348538 0.0
-41.0 0.26330447111246136 0.04178252913971213 0.0
-48.0 0.28862220871942884 0.05042719034103188 0.0
-50.0 0.2531773760696744 0.04466408287348538 0.0
-39.0 0.2531773760696744 0.046104859740372005 0.0
-140.0 0.24305028102688742 0.05330874407480513 0.0
-92.0 0.22785963846270696 0.046104859740372005 0.0
-391.0 0.23292318598410044 0.054749520941691755 0.0
-233.0 0.17722416324877208 0.046104859740372005 0.0
-365.0 0.2531773760696744 0.046104859740372005 0.0
-288.0 0.35444832649754415 0.06195340527612488 0.0
-293.0 0.35444832649754415 0.06195340527612488 0.0
-121.0 0.35444832649754415 0.06051262840923826 0.0
-387.0 0.3392576839333637 0.05619029780857838 0.0
-280.0 0.3088763988050028 0.04466408287348538 0.0
-264.0 0.35444832649754415 0.05907185154235163 0.0
63.0 0.18228771077016556 0.04466408287348538 0.0
-135.0 0.20254190085573953 0.04754563660725863 0.0
-144.0 0.34938477897615067 0.06051262840923826 0.0
-137.0 0.3696389690617246 0.06483495900989814 0.0
-182.0 0.20760544837713302 0.03601942167216563 0.0
-60.0 0.31900349384778975 0.054749520941691755 0.0
-123.0 0.26330447111246136 0.04466408287348538 0.0
-136.0 0.28862220871942884 0.0518679672079185 0.0
-390.0 0.2481138285482809 0.07492039707810451 0.0
-191.0 0.21773254341992 0.07059806647744463 0.0
-337.0 0.26330447111246136 0.08356505827942426 0.0
-392.0 0.21773254341992 0.07059806647744463 0.0
-333.0 0.22785963846270696 0.07636117394499113 0.0
-619.0 0.3038128512836093 0.05907185154235163 0.0
-571.0 0.3038128512836093 0.05907185154235163 0.0
-151.0 0.3038128512836093 0.05619029780857838 0.0
-191.0 0.3038128512836093 0.05907185154235163 0.0
-74.0 0.31393994632639627 0.05763107467546501 0.0
-106.0 0.31900349384778975 0.05907185154235163 0.0
78.0 0.2531773760696744 0.04466408287348538 0.0
-100.0 0.21773254341992 0.046104859740372005 0.0
-136.0 0.22785963846270696 0.05330874407480513 0.0
-75.0 0.20760544837713302 0.05330874407480513 0.0
-342.0 0.23292318598410044 0.046104859740372005 0.0
-109.0 0.19747835333434605 0.05619029780857838 0.0
-147.0 0.19747835333434605 0.05619029780857838 0.0
-366.0 0.3747025165831181 0.06627573587678476 0.0
-277.0 0.35444832649754415 0.06051262840923826 0.0
-257.0 0.3797660641045116 0.06627573587678476 0.0
-240.0 0.3797660641045116 0.06627573587678476 0.0
-263.0 0.28355866119803536 0.04754563660725863 0.0
-263.0 0.38482961162590507 0.07059806647744463 0.0
-153.0 0.35444832649754415 0.06051262840923826 0.0
-322.0 0.3645754215403311 0.06195340527612488 0.0
-83.0 0.35951187401893764 0.06339418214301151 0.0
-204.0 0.22279609094131347 0.0518679672079185 0.0
-134.0 0.22785963846270696 0.04754563660725863 0.0
-46.0 0.20760544837713302 0.04178252913971213 0.0
-20.0 0.35951187401893764 0.06627573587678476 0.0
-163.0 0.23292318598410044 0.04322330600659875 0.0
-108.0 0.31900349384778975 0.05763107467546501 0.0
-145.0 0.2481138285482809 0.04322330600659875 0.0
-99.0 0.26836801863385484 0.0518679672079185 0.0
-145.0 0.2481138285482809 0.07492039707810451 0.0
-86.0 0.27343156615524833 0.08212428141253764 0.0
-402.0 0.23798673350549393 0.07636117394499113 0.0
-148.0 0.23798673350549393 0.07636117394499113 0.0
-34.0 0.27343156615524833 0.08212428141253764 0.0
-381.0 0.23798673350549393 0.07636117394499113 0.0
-353.0 0.26330447111246136 0.08356505827942426 0.0
-506.0 0.2936857562408223 0.09365049634763063 0.0
-228.0 0.22785963846270696 0.07636117394499113 0.0
-450.0 0.26330447111246136 0.08356505827942426 0.0
-315.0 0.2531773760696744 0.08212428141253764 0.0
-169.0 0.21773254341992 0.07636117394499113 0.0
-253.0 0.2531773760696744 0.08212428141253764 0.0
-241.0 0.2531773760696744 0.08212428141253764 0.0
-249.0 0.21773254341992 0.07636117394499113 0.0
-122.0 0.22785963846270696 0.08356505827942426 0.0
-313.0 0.2582409235910679 0.08932816574697076 0.0
-222.0 0.22279609094131347 0.08356505827942426 0.0
-227.0 0.3747025165831181 0.08932816574697076 0.0
-93.0 0.4000202541900856 0.08788738888008414 0.0
-391.0 0.3747025165831181 0.08788738888008414 0.0
-437.0 0.3392576839333637 0.08932816574697076 0.0
-242.0 0.3747025165831181 0.08788738888008414 0.0
-102.0 0.4000202541900856 0.08788738888008414 0.0
-398.0 0.3747025165831181 0.08788738888008414 0.0
-408.0 0.3392576839333637 0.0864466120131975 0.0
-315.0 0.34938477897615067 0.08068350454565101 0.0
-137.0 0.40508380171147906 0.08788738888008414 0.0
-162.0 0.3392576839333637 0.08500583514631088 0.0
-114.0 0.3645754215403311 0.09365049634763063 0.0
-394.0 0.3747025165831181 0.08788738888008414 0.0
-396.0 0.3747025165831181 0.08788738888008414 0.0
-103.0 0.3392576839333637 0.08500583514631088 0.0
-88.0 0.40508380171147906 0.0864466120131975 0.0
25.0 0.4304015393184465 0.09365049634763063 0.0
-228.0 0.3696389690617246 0.08500583514631088 0.0
-278.0 0.3291305888905767 0.06339418214301151 0.0
-26.0 0.3443212314547572 0.06339418214301151 0.0
-688.0 0.3341941364119702 0.06483495900989814 0.0
-18.0 0.3443212314547572 0.05907185154235163 0.0
-102.0 0.31900349384778975 0.0518679672079185 0.0
-50.0 0.3038128512836093 0.04898641347414526 0.0
-24.0 0.34938477897615067 0.05907185154235163 0.0
-47.0 0.35444832649754415 0.054749520941691755 0.0
-65.0 0.3088763988050028 0.04898641347414526 0.0
-186.0 0.32406704136918324 0.0518679672079185 0.0
34.0 0.28862220871942884 0.05042719034103188 0.0
-129.0 0.3443212314547572 0.06483495900989814 0.0
-213.0 0.27343156615524833 0.05907185154235163 0.0
-258.0 0.3797660641045116 0.06627573587678476 0.0
-339.0 0.3797660641045116 0.06627573587678476 0.0
-391.0 0.3949567066686921 0.07203884334433126 0.0
-260.0 0.3949567066686921 0.07203884334433126 0.0
-339.0 0.4000202541900856 0.07059806647744463 0.0
-191.0 0.3696389690617246 0.06627573587678476 0.0
-219.0 0.4000202541900856 0.07924272767876439 0.0
-224.0 0.3038128512836093 0.05042719034103188 0.0
-95.0 0.3696389690617246 0.06627573587678476 0.0
-322.0 0.3392576839333637 0.05763107467546501 0.0
-21.0 0.27343156615524833 0.07924272767876439 0.0
-79.0 0.38482961162590507 0.069157289610558 0.0
-117.0 0.40508380171147906 0.07780195081187775 0.0
-106.0 0.34938477897615067 0.06771651274367138 0.0
-171.0 0.2936857562408223 0.08788738888008414 0.0
-336.0 0.2936857562408223 0.08788738888008414 0.0
-417.0 0.26836801863385484 0.0864466120131975 0.0
-331.0 0.2582409235910679 0.08212428141253764 0.0
2.0 0.31393994632639627 0.09076894261385739 0.0
-104.0 0.23798673350549393 0.07924272767876439 0.0
-82.0 0.21773254341992 0.07636117394499113 0.0
-37.0 0.3291305888905767 0.09941360381517714 0.0
-19.0 0.3038128512836093 0.09509127321451726 0.0
-5.0 0.20760544837713302 0.07636117394499113 0.0
-306.0 0.3088763988050028 0.10085438068206376 0.0
94.0 0.19747835333434605 0.07636117394499113 0.0
-583.0 0.3088763988050028 0.10085438068206376 0.0
-407.0 0.2582409235910679 0.08932816574697076 0.0
-99.0 0.23292318598410044 0.09076894261385739 0.0
-150.0 0.22279609094131347 0.08356505827942426 0.0
-478.0 0.425337991797053 0.10805826501649689 0.0
-120.0 0.40508380171147906 0.09797282694829051 0.0
-468.0 0.3645754215403311 0.09653205008140389 0.0
-430.0 0.3645754215403311 0.09653205008140389 0.0
-387.0 0.3645754215403311 0.09653205008140389 0.0
93.0 0.4304015393184465 0.09653205008140389 0.0
133.0 0.48103701453238135 0.103735934415837 0.0
-91.0 0.3645754215403311 0.09076894261385739 0.0
-66.0 0.35444832649754415 0.09941360381517714 0.0
107.0 0.48103701453238135 0.103735934415837 0.0
-73.0 0.35951187401893764 0.08932816574697076 0.0
105.0 0.48103701453238135 0.10085438068206376 0.0
-77.0 0.3949567066686921 0.09220971948074401 0.0
-118.0 0.45065572940402043 0.09220971948074401 0.0
-163.0 0.4304015393184465 0.09365049634763063 0.0
-304.0 0.425337991797053 0.09076894261385739 0.0
-58.0 0.3949567066686921 0.08932816574697076 0.0
-219.0 0.425337991797053 0.09076894261385739 0.0
-193.0 0.3949567066686921 0.08932816574697076 0.0
-277.0 0.3797660641045116 0.07780195081187775 0.0
-423.0 0.3341941364119702 0.069157289610558 0.0
-552.0 0.35951187401893764 0.07636117394499113 0.0
-406.0 0.35951187401893764 0.07780195081187775 0.0
-557.0 0.35951187401893764 0.07780195081187775 0.0
-201.0 0.35951187401893764 0.07203884334433126 0.0
-55.0 0.35951187401893764 0.07347962021121789 0.0
60.0 0.3696389690617246 0.069157289610558 0.0
-276.0 0.35951187401893764 0.06051262840923826 0.0
28.0 0.3747025165831181 0.06483495900989814 0.0
-307.0 0.3291305888905767 0.054749520941691755 0.0
-156.0 0.3291305888905767 0.05907185154235163 0.0
-245.0 0.3392576839333637 0.06339418214301151 0.0
-218.0 0.3392576839333637 0.06483495900989814 0.0
-304.0 0.2987493037622158 0.05763107467546501 0.0
-230.0 0.3443212314547572 0.06339418214301151 0.0
-169.0 0.3392576839333637 0.06339418214301151 0.0
-377.0 0.27343156615524833 0.05907185154235163 0.0
-89.0 0.34938477897615067 0.06051262840923826 0.0
-127.0 0.28355866119803536 0.05907185154235163 0.0
-352.0 0.2582409235910679 0.05907185154235163 0.0
-359.0 0.23798673350549393 0.05330874407480513 0.0
-266.0 0.3797660641045116 0.069157289610558 0.0
-293.0 0.3898931591472986 0.07059806647744463 0.0
-211.0 0.40508380171147906 0.07636117394499113 0.0
-377.0 0.3797660641045116 0.069157289610558 0.0
-169.0 0.38482961162590507 0.07059806647744463 0.0
-198.0 0.38482961162590507 0.07059806647744463 0.0
-236.0 0.3898931591472986 0.07059806647744463 0.0
-360.0 0.4000202541900856 0.07059806647744463 0.0
-467.0 0.2531773760696744 0.06195340527612488 0.0
-130.0 0.28355866119803536 0.069157289610558 0.0
-168.0 0.40508380171147906 0.07492039707810451 0.0
-373.0 0.3949567066686921 0.069157289610558 0.0
-327.0 0.4000202541900856 0.07059806647744463 0.0
-222.0 0.3949567066686921 0.069157289610558 0.0
-286.0 0.40508380171147906 0.07203884334433126 0.0
-40.0 0.32406704136918324 0.08788738888008414 0.0
24.0 0.43546508683984 0.0864466120131975 0.0
-344.0 0.28862220871942884 0.06051262840923826 0.0
-13.0 0.32406704136918324 0.08788738888008414 0.0
-265.0 0.3949567066686921 0.069157289610558 0.0
-166.0 0.28862220871942884 0.06051262840923826 0.0
-160.0 0.3949567066686921 0.069157289610558 0.0
-59.0 0.32406704136918324 0.08788738888008414 0.0
-17.0 0.41521089675426603 0.07636117394499113 0.0
-155.0 0.3949567066686921 0.07203884334433126 0.0
-98.0 0.3949567066686921 0.07636117394499113 0.0
-89.0 0.27343156615524833 0.07924272767876439 0.0
-58.0 0.41014734923287255 0.07636117394499113 0.0
-58.0 0.24305028102688742 0.05330874407480513 0.0
-108.0 0.2531773760696744 0.05042719034103188 0.0
-61.0 0.26836801863385484 0.05907185154235163 0.0
-95.0 0.4000202541900856 0.07924272767876439 0.0
-95.0 0.3038128512836093 0.06483495900989814 0.0
-6.0 0.35951187401893764 0.07636117394499113 0.0
-16.0 0.3088763988050028 0.06339418214301151 0.0
-74.0 0.28862220871942884 0.05907185154235163 0.0
-86.0 0.2936857562408223 0.06051262840923826 0.0
-62.0 0.3443212314547572 0.07347962021121789 0.0
-234.0 0.31900349384778975 0.09220971948074401 0.0
-313.0 0.3038128512836093 0.08932816574697076 0.0
-424.0 0.3038128512836093 0.08932816574697076 0.0
-387.0 0.2582409235910679 0.08356505827942426 0.0
-142.0 0.3038128512836093 0.09365049634763063 0.0
-100.0 0.35444832649754415 0.10517671128272364 0.0
-110.0 0.3341941364119702 0.09797282694829051 0.0
-185.0 0.2582409235910679 0.08356505827942426 0.0
-184.0 0.2481138285482809 0.08500583514631088 0.0
-8.0 0.34938477897615067 0.10517671128272364 0.0
104.0 0.34938477897615067 0.10517671128272364 0.0
-107.0 0.23798673350549393 0.0864466120131975 0.0
-24.0 0.22785963846270696 0.08500583514631088 0.0
-224.0 0.3291305888905767 0.10517671128272364 0.0
-43.0 0.3898931591472986 0.11814370308470326 0.0
-82.0 0.21773254341992 0.08788738888008414 0.0
-544.0 0.3291305888905767 0.10517671128272364 0.0
-468.0 0.26836801863385484 0.09653205008140389 0.0
-326.0 0.26836801863385484 0.09653205008140389 0.0
-92.0 0.26836801863385484 0.09509127321451726 0.0
-111.0 0.24305028102688742 0.09653205008140389 0.0
-285.0 0.28862220871942884 0.10085438068206376 0.0
-117.0 0.24305028102688742 0.09653205008140389 0.0
-365.0 0.38482961162590507 0.10517671128272364 0.0
-38.0 0.3443212314547572 0.10229515754895038 0.0
-141.0 0.3696389690617246 0.10949904188338351 0.0
-423.0 0.38482961162590507 0.10517671128272364 0.0
-71.0 0.34938477897615067 0.10085438068206376 0.0
-45.0 0.4607828244468074 0.10517671128272364 0.0
-181.0 0.5114182996607423 0.11382137248404339 0.0
-163.0 0.35444832649754415 0.09653205008140389 0.0
121.0 0.48103701453238135 0.103735934415837 0.0
0.0 0.5316724897463162 0.10805826501649689 0.0
-209.0 0.41014734923287255 0.103735934415837 0.0
109.0 0.47597346701098786 0.09797282694829051 0.0
-138.0 0.41014734923287255 0.10085438068206376 0.0
-1.0 0.47597346701098786 0.09797282694829051 0.0
102.0 0.45065572940402043 0.09797282694829051 0.0
-57.0 0.4911641095751683 0.10229515754895038 0.0
-197.0 0.44052863436123346 0.09941360381517714 0.0
-66.0 0.43546508683984 0.09509127321451726 0.0
-257.0 0.41014734923287255 0.09220971948074401 0.0
-402.0 0.4304015393184465 0.09653205008140389 0.0
-229.0 0.41521089675426603 0.09076894261385739 0.0
-107.0 0.3797660641045116 0.07780195081187775 0.0
-329.0 0.3797660641045116 0.07780195081187775 0.0
-480.0 0.35951187401893764 0.07636117394499113 0.0
-98.0 0.45065572940402043 0.08500583514631088 0.0
-181.0 0.3898931591472986 0.07203884334433126 0.0
-461.0 0.3949567066686921 0.08068350454565101 0.0
